"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"15","Hoy, las brigadas de la @DirisLimaNorte han vacunado a 254 policías de Lima Norte para protegerlos de la influenza… https://t.co/tpmbzNDEsx",FALSE,150,NA,2020-05-18 01:11:11,TRUE,NA,"1262188952129286152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",18,FALSE,FALSE,NA,NA
"16","Viceministro Víctor Bocangel: En los traslados a la Villa Panamericana participan ambulancias del @SamuPeruMinsa, F… https://t.co/r8WEFFBh6N",FALSE,56,"Minsa_Peru",2020-05-17 23:42:59,TRUE,"1262166752894615552","1262166756157767684","138471254","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",15,FALSE,FALSE,NA,NA
"17","Viceministro Víctor Bocangel: Son pacientes en estado leve que se están dirigiendo a la Villa Panamericana en condi… https://t.co/BcGTikLh4y",FALSE,63,"Minsa_Peru",2020-05-17 23:42:58,TRUE,"1262166737925087234","1262166752894615552","138471254","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",18,FALSE,FALSE,NA,NA
"18","Está iniciativa fue posible en coordinación con el @MINPRODUCCION. En el grupo que fue recibido está compuesto por… https://t.co/lfap2hr30J",FALSE,31,"Minsa_Peru",2020-05-17 23:42:54,TRUE,"1262166713472126976","1262166737925087234","138471254","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",5,FALSE,FALSE,NA,NA
"19","El ministro @victorzamora y el viceministro de Prestaciones y Aseguramiento en Salud, Víctor Bocangel, recibieron a… https://t.co/Ba5Alg9eKr",FALSE,231,NA,2020-05-17 23:42:49,TRUE,NA,"1262166713472126976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",39,FALSE,FALSE,NA,NA
"20","Este 18 de mayo los menores de 14 años podrán salir de casa por 30 minutos, siempre acompañados de un adulto.

Ten… https://t.co/4kJFFUnIy0",FALSE,173,NA,2020-05-17 23:30:00,TRUE,NA,"1262163488580853768",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Minsa_Peru",71,FALSE,FALSE,NA,NA
"21","ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 17 de mayo.… https://t.co/CppBylaUDE",FALSE,1919,NA,2020-05-17 20:11:27,TRUE,NA,"1262113525171916800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",1192,FALSE,FALSE,NA,NA
"22","Además, se trasladó a especialistas en el proceso de almacenamiento de oxígeno para apoyar las acciones frente al #COVID19.",FALSE,96,"Minsa_Peru",2020-05-17 20:00:11,FALSE,"1262110683329630211","1262110685917478912","138471254","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",16,FALSE,FALSE,NA,NA
"23","Un total de 34 profesionales de la salud y personal técnico retornan a sus actividades en los centros de salud de l… https://t.co/VqMFJtLzH8",FALSE,727,NA,2020-05-17 20:00:10,TRUE,NA,"1262110683329630211",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",117,FALSE,FALSE,NA,NA
"24","#DíaMundialDeLaHipertensión | ¡Protege tu salud! Si eres hipertenso y te contagias de #COVID19, tienes dos veces má… https://t.co/tbcZNUWytf",FALSE,200,NA,2020-05-17 20:00:00,TRUE,NA,"1262110642904993793",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Minsa_Peru",84,FALSE,FALSE,NA,NA
"25","¡Un nuevo grupo de insumos médicos llegó a la región Loreto! Hoy, 3000 pruebas rápidas y 8000 unidades de medicamen… https://t.co/pUrZCh3yLu",FALSE,344,NA,2020-05-17 16:11:48,TRUE,NA,"1262053212636565506",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",65,FALSE,FALSE,NA,NA
"26","Acompañamos a los pacientes con Covid-19 y a sus familiares durante el desarrollo de la enfermedad, y les brindamos… https://t.co/gy1G8nrlSD",FALSE,266,NA,2020-05-17 16:03:41,TRUE,NA,"1262051169591013376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",65,FALSE,FALSE,NA,NA
"27","Esta iniciativa, comenzó con la adecuación de la infraestructura, el equipamiento de los laboratorios y capacitació… https://t.co/bKAL24ltI6",FALSE,93,"Minsa_Peru",2020-05-17 00:11:48,TRUE,"1261811607539236866","1261811620688379905","138471254","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",16,FALSE,FALSE,NA,NA
"28","El presidente @MartinVizcarraC y el ministro @victorzamora visitaron el Laboratorio de Referencia Regional de Tacna… https://t.co/aVGJxqaveb",FALSE,412,NA,2020-05-17 00:11:45,TRUE,NA,"1261811607539236866",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",56,FALSE,FALSE,NA,NA
"29","A través del Decreto Legislativo Nº1490, el Perú fortalece los alcances de la telesalud para reforzar la capacidad… https://t.co/8Ad1XR2nzH",FALSE,218,NA,2020-05-16 22:37:13,TRUE,NA,"1261787817476329473",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",82,FALSE,FALSE,NA,NA
"30","Este 18 de mayo niños, niñas y adolescentes menores de 14 años podrán salir por 30 minutos.

Presta mucha atención… https://t.co/FsD4FQgmq1",FALSE,190,NA,2020-05-16 21:30:00,TRUE,NA,"1261770901781008389",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Minsa_Peru",75,FALSE,FALSE,NA,NA
"31","¡No todo es #COVID19! De manera progresiva, se inicia la vacunación casa por casa. Hoy, nuestras brigadas recorren… https://t.co/RJaOxf0qUL",FALSE,492,NA,2020-05-16 20:22:39,TRUE,NA,"1261753955413045251",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",119,FALSE,FALSE,NA,NA
"32","Ministro @victorzamora: Los esfuerzos de Tacna han sido dirigidos en invertir en desarrollo de tecnología y hoy vam… https://t.co/TOosxOaMhz",FALSE,76,"Minsa_Peru",2020-05-16 19:21:39,TRUE,"1261738599453798400","1261738601345355779","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",11,FALSE,FALSE,NA,NA
"33","Ministro @victorzamora: En Tacna se ve el despliegue de las estrategias contra el #COVID19. Se trabaja en mejorar l… https://t.co/fYbchojmcU",FALSE,100,"Minsa_Peru",2020-05-16 19:21:38,TRUE,"1261719020291723266","1261738599453798400","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",15,FALSE,FALSE,NA,NA
"34","ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 16 de mayo.… https://t.co/65VofgGTcO",FALSE,1706,NA,2020-05-16 19:01:52,TRUE,NA,"1261733621985132546",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",1008,FALSE,FALSE,NA,NA
"35","El presidente @MartinVizcarraC llegó junto al ministro @victorzamora a Tacna para evaluar la situación de la pandem… https://t.co/OPb67lpaX5",FALSE,624,NA,2020-05-16 18:03:50,TRUE,NA,"1261719020291723266",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",96,FALSE,FALSE,NA,NA
"36","<U+0001F4E3> ¿Cómo proteger la salud de niños o adolescentes con enfermedades oncológicas en tiempos de COVID-19? Aquí compart… https://t.co/DQC3I8yiOW",FALSE,88,NA,2020-05-16 18:00:04,TRUE,NA,"1261718071225602052",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",41,FALSE,FALSE,NA,NA
"37","¡Las intervenciones en mercados continúan! Nuestros equipos de respuesta rápida realizaron pruebas de descarte en e… https://t.co/Y4ayNttMEM",FALSE,194,NA,2020-05-16 17:24:09,TRUE,NA,"1261709032039026688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",45,FALSE,FALSE,NA,NA
"38","Perú contará con una Red Nacional de Laboratorios de Salud Pública implementado en todo el país, gracias al fortale… https://t.co/UtkxhgqWUb",FALSE,197,NA,2020-05-16 16:36:41,TRUE,NA,"1261697088448016385",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",49,FALSE,FALSE,NA,NA
"39","Equipos de detección conformados por un médico, un técnico y un chófer acuden a las zonas con casos sospechosos de… https://t.co/cztSzSkEUR",FALSE,320,NA,2020-05-16 14:41:28,TRUE,NA,"1261668093773873152",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",79,FALSE,FALSE,NA,NA
"40","Integrantes de la Universidad Nacional de Ingeniería desarrollarán ventilador mecánico de bajo costo. El ministro… https://t.co/LKAgtjioZg",FALSE,1033,NA,2020-05-15 23:56:56,TRUE,NA,"1261445492736581632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",242,FALSE,FALSE,NA,NA
"41","Hoy, se instaló un módulo de atención para seguimiento clínico a los pacientes #COVID19 de la comunidad Shipibo–Kon… https://t.co/bPOCngDqm7",FALSE,273,NA,2020-05-15 19:52:48,TRUE,NA,"1261384055309963264",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",52,FALSE,FALSE,NA,NA
"42","Hace 60 días se realizaban solo cientos de pruebas y ahora se hacen entre 25 a 30 mil pruebas diarias en el país. E… https://t.co/D6XLWhhv69",FALSE,140,"Minsa_Peru",2020-05-15 19:15:55,TRUE,"1261374759234871296","1261374770958008321","138471254","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",26,FALSE,FALSE,NA,NA
"43","Esta institución, es fortalecida para incrementar el desarrollo de tecnología e investigación con el objetivo de co… https://t.co/imx2PZIhzK",FALSE,75,"Minsa_Peru",2020-05-15 19:15:52,TRUE,"1261374750435262469","1261374759234871296","138471254","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",14,FALSE,FALSE,NA,NA
"44","El presidente @MartinVizcarraC y el ministro @VictorZamora supervisaron la gestión y análisis científico que el Lab… https://t.co/1ogvWnNrnb",FALSE,206,NA,2020-05-15 19:15:50,TRUE,NA,"1261374750435262469",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",34,FALSE,FALSE,NA,NA
"45","#Ucayali estamos con ustedes. Hoy, se envió más de 24 000 equipos de protección personal como chaquetas, mascarilla… https://t.co/61ftFEetQF",FALSE,179,NA,2020-05-15 18:32:09,TRUE,NA,"1261363756136837120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",27,FALSE,FALSE,NA,NA
"46","ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 15 de mayo.… https://t.co/CfpmS51vcx",FALSE,1709,NA,2020-05-15 18:08:42,TRUE,NA,"1261357857750089733",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",951,FALSE,FALSE,NA,NA
"47","<U+0001F4E3> ¡Atención, padres y madres! Desde el 18 de mayo los menores de 14 años podrán salir por 30 minutos acompañados po… https://t.co/VKhC2NneVh",FALSE,268,NA,2020-05-15 16:50:06,TRUE,NA,"1261338074660864000",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Minsa_Peru",112,FALSE,FALSE,NA,NA
"48","El ministro @victorzamora junto a la ministra de @MinamPeru y el alcalde de @MuniLima sostuvieron reunión virtual c… https://t.co/NJN8PeXltb",FALSE,109,NA,2020-05-15 16:44:42,TRUE,NA,"1261336718357270528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",25,FALSE,FALSE,NA,NA
"49","En este encuentro también participaron los parlamentarios de la Comisión Especial Covid19, Mónica Saavedra, Daniel… https://t.co/V4EX3ziUOc",FALSE,29,"Minsa_Peru",2020-05-15 15:22:41,TRUE,"1261316074231996419","1261316075939074049","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",5,FALSE,FALSE,NA,NA
"50","Además, explicó que se trabaja en el reforzamiento de la epidemiología con la creación de una red nacional y solici… https://t.co/MBYfFPFRJx",FALSE,42,"Minsa_Peru",2020-05-15 15:22:40,TRUE,"1261316072566898691","1261316074231996419","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",7,FALSE,FALSE,NA,NA
"51","El ministro @Victorzamora se reunió con la delegación de congresistas encabezada por el presidente del Congreso, Ma… https://t.co/RgDDqVG6E8",FALSE,112,NA,2020-05-15 15:22:40,TRUE,NA,"1261316072566898691",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",18,FALSE,FALSE,NA,NA
"52","La única forma de enfrentar esta epidemia, es estando unidos. Con ese objetivo el ministro @victorzamora viajó ayer… https://t.co/LZj6IakyDP",FALSE,127,NA,2020-05-15 14:22:54,TRUE,NA,"1261301033667563521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minsa_Peru",23,FALSE,FALSE,NA,NA
"53","Participaron las universidades San Marcos, Cayetano Heredia, Científica del Sur y San Martín de Porres. Los decanos… https://t.co/Kpe2wAmTwZ",FALSE,276,"Minsa_Peru",2020-05-15 03:14:58,TRUE,"1261132938009292804","1261132939578028033","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",41,FALSE,FALSE,NA,NA
"54","El ministro @victorzamora lideró reunión de trabajo con los decanos de las facultades de medicina de universidades,… https://t.co/s3gYaSFo4d",FALSE,639,NA,2020-05-15 03:14:57,TRUE,NA,"1261132938009292804",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",126,FALSE,FALSE,NA,NA
"55","Rosario Kiyohara, Directora General del @H2deMayo: Aquellos que quieren ayudar, que se pongan los equipos de protec… https://t.co/62Bc4Oe8Jt",FALSE,47,"Minsa_Peru",2020-05-15 01:28:43,TRUE,"1261106200000827393","1261106201187815428","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",8,FALSE,FALSE,NA,NA
"56","Rosario Kiyohara, Directora General del @H2deMayo: Con este proyecto de inversión, para la ampliación del espacio d… https://t.co/71XfDy2NWD",FALSE,22,"Minsa_Peru",2020-05-15 01:28:42,TRUE,"1261106198687989769","1261106200000827393","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",3,FALSE,FALSE,NA,NA
"57","Pilar Mazzetti, jefa del Comando #COVID19: Se ha firmado un convenio con la @opsoms para tener un solo registro de… https://t.co/UJ2Kixws8F",FALSE,19,"Minsa_Peru",2020-05-15 01:28:42,TRUE,"1261106197291307008","1261106198687989769","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",1,FALSE,FALSE,NA,NA
"58","Pilar Mazzetti, jefa del Comando #COVID19: Los 11 ventiladores que estaban esperando entrar en funcionamiento, pero… https://t.co/2SW347xnWe",FALSE,9,"Minsa_Peru",2020-05-15 01:28:42,TRUE,"1261106196016246787","1261106197291307008","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",1,FALSE,FALSE,NA,NA
"59","Pilar Mazzetti, jefa del Comando #COVID19: El proyecto de ampliación de la zona COVID se avanzó hasta donde se pudo… https://t.co/yGDgwVIWyH",FALSE,10,"Minsa_Peru",2020-05-15 01:28:42,TRUE,"1261106194896257025","1261106196016246787","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",0,FALSE,FALSE,NA,NA
"60","Carlos Acosta, superintendente de Susalud: El hospital posee un área de expansión, que contempla la ampliación de c… https://t.co/vs6sYwcFUL",FALSE,22,"Minsa_Peru",2020-05-15 01:28:41,TRUE,"1261106193793236992","1261106194896257025","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",6,FALSE,FALSE,NA,NA
"61","Carlos Acosta, superintendente de Susalud: Se encontró 45 ventiladores mecánicos operativos, distribuidos en la UCI… https://t.co/8oEHMw6Yjq",FALSE,17,"Minsa_Peru",2020-05-15 01:28:41,TRUE,"1261106192245456896","1261106193793236992","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",3,FALSE,FALSE,NA,NA
"62","Carlos Acosta, superintendente de Susalud: Ayer, un equipo de auditores de @SuSaludPeru inspeccionó al @H2deMayo, p… https://t.co/tVQ85oFZKb",FALSE,31,"Minsa_Peru",2020-05-15 01:28:41,TRUE,"1261106190890696705","1261106192245456896","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",7,FALSE,FALSE,NA,NA
"63","Viceministro Víctor Bocangel: Hemos pasado de 247 camas UCI a tener 1000. Es producto del trabajo de nuestros servi… https://t.co/R6nRiwEFIa",FALSE,18,"Minsa_Peru",2020-05-15 01:28:40,TRUE,"1261106189661810689","1261106190890696705","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",3,FALSE,FALSE,NA,NA
"64","Viceministro Víctor Bocangel: Las camas de hospitalización y de UCI no son de las instituciones o entidades, son de… https://t.co/K3mcISKSko",FALSE,36,"Minsa_Peru",2020-05-15 01:28:40,TRUE,"1261106187866640387","1261106189661810689","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",5,FALSE,FALSE,NA,NA
"65","En conferencia de prensa, autoridades del #Minsa informaron sobre la capacidad resolutiva de los hospitales frente… https://t.co/lbvPj8IQmQ",FALSE,116,NA,2020-05-15 01:28:40,TRUE,NA,"1261106187866640387",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",27,FALSE,FALSE,NA,NA
"66","""Estamos protegiendo a nuestros cuidadores como parte de nuestro plan nacional de lucha contra la pandemia, denomin… https://t.co/LlxUhFwcIK",FALSE,80,"Minsa_Peru",2020-05-14 20:28:04,TRUE,"1261030540196667398","1261030543065526283","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",11,FALSE,FALSE,NA,NA
"67","Trabajo articulado entre autoridades para sumar esfuerzos contra el #COVID19. Durante la jornada de trabajo en… https://t.co/qbkWSzLk02",FALSE,132,NA,2020-05-14 20:28:04,TRUE,NA,"1261030540196667398",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",19,FALSE,FALSE,NA,NA
"68","ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 14 de mayo.… https://t.co/IQHMNjpahl",FALSE,1742,NA,2020-05-14 20:16:13,TRUE,NA,"1261027560323985410",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",1029,FALSE,FALSE,NA,NA
"69","""Un requisito indispensable para reducir la mortalidad por #COVID19 es la organización. Vamos a ampliar la capacida… https://t.co/Z6xiROkozi",FALSE,109,"Minsa_Peru",2020-05-14 18:24:59,TRUE,"1260999566389805056","1260999568344440835","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",17,FALSE,FALSE,NA,NA
"70","Fortalecemos las capacidades de salud en #Áncash. El ministro @victorzamora supervisó el hospital regional Eleazar… https://t.co/jj5TF8PDji",FALSE,212,NA,2020-05-14 18:24:59,TRUE,NA,"1260999566389805056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",30,FALSE,FALSE,NA,NA
"71","En trabajo coordinado con las autoridades locales como parte del plan #TeCuidoPerú, la @DirisLimaSur tomó 224 prueb… https://t.co/d0BMnRVDAa",FALSE,135,NA,2020-05-14 18:04:40,TRUE,NA,"1260994455227809793",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",26,FALSE,FALSE,NA,NA
"72","¡Sigamos prácticas saludables en casa! <U+0001F467><U+0001F9D2> Para que tus hijas e hijos crezcan y se desarrollen con buena salud, comp… https://t.co/dPpdoVaEts",FALSE,227,NA,2020-05-14 17:35:09,TRUE,NA,"1260987027354517504",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",96,FALSE,FALSE,NA,NA
"73","Como parte del plan #TeCuidoPerú, el ministro @victorzamora inspeccionó la toma de 400 pruebas rápidas de #COVID19… https://t.co/vob2W0ZyWs",FALSE,65,"Minsa_Peru",2020-05-14 17:33:55,TRUE,"1260986713842814978","1260986716023898114","138471254","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",13,FALSE,FALSE,NA,NA
"74","Avanzamos en el cuidado de la salud de los ciudadanos. El ministro @victorzamora y el ministro de Educación, Martín… https://t.co/M1gJRqREgE",FALSE,152,NA,2020-05-14 17:33:55,TRUE,NA,"1260986713842814978",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minsa_Peru",25,FALSE,FALSE,NA,NA
