text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,created_date,periodo,n_words,tweet_cleaned
"Desde hoy, niñas, niños y adolescentes podrán salir fuera de casa acompañados de un adulto. Si como padre de famili https://t.co/qnbYaAQ6Kd",False,164,,2020-05-18 20:03:21,True,,1262473871736868864,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,54,False,False,,,2020-05-18 20:03:21,202005,21,hoy nina nino adolescente poder salir casa acompanado adulto padre famili https tcoqnbyaaqkd 
ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 18 de mayo. https://t.co/LDE0PAzPFc,False,1634,,2020-05-18 19:40:25,True,,1262468103180619782,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,999,False,False,,,2020-05-18 19:40:25,202005,20,actualizacion situacion coronaviru covid peru hora mayo https tcoldepar 
"¡Empezamos la Semana de la Maternidad Saludable, Segura y Voluntaria!<U+0001F642> Compartimos cuatro indicaciones que mamá<U+0001F930> de https://t.co/xMuz22jiCw",False,152,,2020-05-18 16:14:04,True,,1262416173020459010,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,48,False,False,,,2020-05-18 16:14:04,202005,17,empezar semana maternidad saludable seguro voluntario uf compartir cuatro indicación mama uf https tcoxmuzjicw 
"¡Atención, padres!<U+0001F4E3>Emitimos la alerta epidemiológica Nº17-2020 con información de los distritos con alto riesgo de https://t.co/rQCMFCvpgR",False,1097,,2020-05-18 12:49:45,True,,1262364753571299328,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,743,False,False,,,2020-05-18 12:49:45,202005,16,atencion padre ufe emitir alerta epidemiologica n informacion distrito alto riesgo https tcorqcmfcvpgr 
"Hoy, las brigadas de la @DirisLimaNorte han vacunado a 254 policías de Lima Norte para protegerlos de la influenza https://t.co/tpmbzNDEsx",False,150,,2020-05-18 01:11:11,True,,1262188952129286152,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,18,False,False,,,2020-05-18 01:11:11,202005,20,hoy brigada dirislimanorte vacunado policia lima norte protegerél influenza https tcotpmbzndesx 
"Viceministro Víctor Bocangel: En los traslados a la Villa Panamericana participan ambulancias del @SamuPeruMinsa, F https://t.co/r8WEFFBh6N",False,56,Minsa_Peru,2020-05-17 23:42:59,True,1.2621667528946156e+18,1262166756157767684,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,15,False,False,,,2020-05-17 23:42:59,202005,16,viceministro victor bocangel traslado villa panamericano participar ambulancia samuperuminsa f https tcorweffbhn 
Viceministro Víctor Bocangel: Son pacientes en estado leve que se están dirigiendo a la Villa Panamericana en condi https://t.co/BcGTikLh4y,False,63,Minsa_Peru,2020-05-17 23:42:58,True,1.2621667379250872e+18,1262166752894615552,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,18,False,False,,,2020-05-17 23:42:58,202005,19,viceministro victor bocangel paciente leve dirigir villa panamericano condi https tcobcgtiklhy 
Está iniciativa fue posible en coordinación con el @MINPRODUCCION. En el grupo que fue recibido está compuesto por https://t.co/lfap2hr30J,False,31,Minsa_Peru,2020-05-17 23:42:54,True,1.262166713472127e+18,1262166737925087234,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,5,False,False,,,2020-05-17 23:42:54,202005,19,iniciativa posible coordinacion minproduccion grupo recibido compuesto https tcolfaphrj 
"El ministro @victorzamora y el viceministro de Prestaciones y Aseguramiento en Salud, Víctor Bocangel, recibieron a https://t.co/Ba5Alg9eKr",False,231,,2020-05-17 23:42:49,True,,1262166713472126976,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,39,False,False,,,2020-05-17 23:42:49,202005,17,ministro victorzamor viceministro prestación aseguramiento salud victor bocangel recibir https tcobaalgekr 
"Este 18 de mayo los menores de 14 años podrán salir de casa por 30 minutos, siempre acompañados de un adulto.

Ten https://t.co/4kJFFUnIy0",False,173,,2020-05-17 23:30:00,True,,1262163488580853768,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Minsa_Peru,71,False,False,,,2020-05-17 23:30:00,202005,23,mayo menor ano poder salir casa minuto siempre acompanado adulto tar https tcokjffuniy 
ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 17 de mayo. https://t.co/CppBylaUDE,False,1919,,2020-05-17 20:11:27,True,,1262113525171916800,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,1192,False,False,,,2020-05-17 20:11:27,202005,20,actualizacion situacion coronaviru covid peru hora mayo https tcocppbylar 
"Además, se trasladó a especialistas en el proceso de almacenamiento de oxígeno para apoyar las acciones frente al #COVID19.",False,96,Minsa_Peru,2020-05-17 20:00:11,False,1.2621106833296302e+18,1262110685917478912,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,16,False,False,,,2020-05-17 20:00:11,202005,19,ademas traslado especialista proceso almacenamiento oxigeno apoyar acción frente covid 
Un total de 34 profesionales de la salud y personal técnico retornan a sus actividades en los centros de salud de l https://t.co/VqMFJtLzH8,False,727,,2020-05-17 20:00:10,True,,1262110683329630211,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,117,False,False,,,2020-05-17 20:00:10,202005,23,total profesional salud personal tecnico retornar actividad centro salud l https tcovqmfjtlzh 
"#DíaMundialDeLaHipertensión | ¡Protege tu salud! Si eres hipertenso y te contagias de #COVID19, tienes dos veces má https://t.co/tbcZNUWytf",False,200,,2020-05-17 20:00:00,True,,1262110642904993793,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Minsa_Peru,84,False,False,,,2020-05-17 20:00:00,202005,18,diamundialdelahipertension proteger salud hipertenso contagiar covid dos vez ma https tcotbcznuwir 
"¡Un nuevo grupo de insumos médicos llegó a la región Loreto! Hoy, 3000 pruebas rápidas y 8000 unidades de medicamen https://t.co/pUrZCh3yLu",False,344,,2020-05-17 16:11:48,True,,1262053212636565506,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,65,False,False,,,2020-05-17 16:11:48,202005,21,nuevo grupo insumo medico llegar region loreto hoy prueba rapido unidad medicamen https tcopurzchylu 
"Acompañamos a los pacientes con Covid-19 y a sus familiares durante el desarrollo de la enfermedad, y les brindamos https://t.co/gy1G8nrlSD",False,266,,2020-05-17 16:03:41,True,,1262051169591013376,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,65,False,False,,,2020-05-17 16:03:41,202005,20,acompanar paciente covid familiar desarrollo enfermedad brindar https tcogygnrlsd 
"Esta iniciativa, comenzó con la adecuación de la infraestructura, el equipamiento de los laboratorios y capacitació https://t.co/bKAL24ltI6",False,93,Minsa_Peru,2020-05-17 00:11:48,True,1.2618116075392369e+18,1261811620688379905,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,16,False,False,,,2020-05-17 00:11:48,202005,17,iniciativa comer adecuacion infraestructura equipamiento laboratorio capacitacio https tcobkallti 
El presidente @MartinVizcarraC y el ministro @victorzamora visitaron el Laboratorio de Referencia Regional de Tacna https://t.co/aVGJxqaveb,False,412,,2020-05-17 00:11:45,True,,1261811607539236866,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,56,False,False,,,2020-05-17 00:11:45,202005,16,presidente martinvizcar ministro victorzamor visitar laboratorio referencia regional tacna https tcoavgjxqaveb 
"A través del Decreto Legislativo Nº1490, el Perú fortalece los alcances de la telesalud para reforzar la capacidad https://t.co/8Ad1XR2nzH",False,218,,2020-05-16 22:37:13,True,,1261787817476329473,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,82,False,False,,,2020-05-16 22:37:13,202005,19,trave decreto legislativo n peru fortalecer alcance telesalud reforzar capacidad https tcoadxrnzh 
"Este 18 de mayo niños, niñas y adolescentes menores de 14 años podrán salir por 30 minutos.

Presta mucha atención https://t.co/FsD4FQgmq1",False,190,,2020-05-16 21:30:00,True,,1261770901781008389,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Minsa_Peru,75,False,False,,,2020-05-16 21:30:00,202005,21,mayo nino nina adolescente menor ano poder salir minuto prestar mucho atencion https tcofsdfqgmq 
"¡No todo es #COVID19! De manera progresiva, se inicia la vacunación casa por casa. Hoy, nuestras brigadas recorren https://t.co/RJaOxf0qUL",False,492,,2020-05-16 20:22:39,True,,1261753955413045251,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,119,False,False,,,2020-05-16 20:22:39,202005,19,covid manera progresivo iniciar vacunacion casa casa hoy brigada recorrer https tcorjaoxfqul 
Ministro @victorzamora: Los esfuerzos de Tacna han sido dirigidos en invertir en desarrollo de tecnología y hoy vam https://t.co/TOosxOaMhz,False,76,Minsa_Peru,2020-05-16 19:21:39,True,1.2617385994537984e+18,1261738601345355779,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,11,False,False,,,2020-05-16 19:21:39,202005,19,ministro victorzamor esfuerzo tacna ser dirigido invertir desarrollo tecnologia hoy vam https tcotoosxoamhz 
Ministro @victorzamora: En Tacna se ve el despliegue de las estrategias contra el #COVID19. Se trabaja en mejorar l https://t.co/fYbchojmcU,False,100,Minsa_Peru,2020-05-16 19:21:38,True,1.2617190202917233e+18,1261738599453798400,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,15,False,False,,,2020-05-16 19:21:38,202005,20,ministro victorzamor tacna ver despliegue estrategia covid trabajar mejorar l https tcofybchojmcu 
ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 16 de mayo. https://t.co/65VofgGTcO,False,1706,,2020-05-16 19:01:52,True,,1261733621985132546,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,1008,False,False,,,2020-05-16 19:01:52,202005,20,actualizacion situacion coronaviru covid peru hora mayo https tcovofggtco 
El presidente @MartinVizcarraC llegó junto al ministro @victorzamora a Tacna para evaluar la situación de la pandem https://t.co/OPb67lpaX5,False,624,,2020-05-16 18:03:50,True,,1261719020291723266,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,96,False,False,,,2020-05-16 18:03:50,202005,18,presidente martinvizcar llegar junto ministro victorzamor tacna evaluar situacion pandem https tcoopblpax 
<U+0001F4E3> ¿Cómo proteger la salud de niños o adolescentes con enfermedades oncológicas en tiempos de COVID-19? Aquí compart https://t.co/DQC3I8yiOW,False,88,,2020-05-16 18:00:04,True,,1261718071225602052,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,41,False,False,,,2020-05-16 18:00:04,202005,19,ufe proteger salud nino adolescente enfermedad oncologico tiempo covid aqui compart https tcodqciyiow 
¡Las intervenciones en mercados continúan! Nuestros equipos de respuesta rápida realizaron pruebas de descarte en e https://t.co/Y4ayNttMEM,False,194,,2020-05-16 17:24:09,True,,1261709032039026688,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,45,False,False,,,2020-05-16 17:24:09,202005,17,intervención mercado continuar equipo respuesta rapido realizar prueba descartar https tcoyaynttmem 
"Perú contará con una Red Nacional de Laboratorios de Salud Pública implementado en todo el país, gracias al fortale https://t.co/UtkxhgqWUb",False,197,,2020-05-16 16:36:41,True,,1261697088448016385,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,49,False,False,,,2020-05-16 16:36:41,202005,20,peru contar red nacional laboratorio salud publicar implementado pais gracias fortale https tcoutkxhgqwub 
"Equipos de detección conformados por un médico, un técnico y un chófer acuden a las zonas con casos sospechosos de https://t.co/cztSzSkEUR",False,320,,2020-05-16 14:41:28,True,,1261668093773873152,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,79,False,False,,,2020-05-16 14:41:28,202005,21,equipo deteccion conformado medico tecnico chofer acudir zona caso sospechoso https tcocztszskeur 
Integrantes de la Universidad Nacional de Ingeniería desarrollarán ventilador mecánico de bajo costo. El ministro https://t.co/LKAgtjioZg,False,1033,,2020-05-15 23:56:56,True,,1261445492736581632,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,242,False,False,,,2020-05-15 23:56:56,202005,16,integrante universidad nacional ingenieria desarrollar ventilador mecanico bajo costo ministro https tcolkagtjiozg 
"Hoy, se instaló un módulo de atención para seguimiento clínico a los pacientes #COVID19 de la comunidad ShipiboKon https://t.co/bPOCngDqm7",False,273,,2020-05-15 19:52:48,True,,1261384055309963264,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,52,False,False,,,2020-05-15 19:52:48,202005,19,hoy instalar modulo atencion seguimiento clinico paciente covid comunidad shipibokon https tcobpocngdqm 
Hace 60 días se realizaban solo cientos de pruebas y ahora se hacen entre 25 a 30 mil pruebas diarias en el país. E https://t.co/D6XLWhhv69,False,140,Minsa_Peru,2020-05-15 19:15:55,True,1.2613747592348713e+18,1261374770958008321,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,26,False,False,,,2020-05-15 19:15:55,202005,25,hacer dia realizar solo ciento prueba ahora hacer mil prueba diario pais https tcodxlwhhv 
"Esta institución, es fortalecida para incrementar el desarrollo de tecnología e investigación con el objetivo de co https://t.co/imx2PZIhzK",False,75,Minsa_Peru,2020-05-15 19:15:52,True,1.2613747504352625e+18,1261374759234871296,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,14,False,False,,,2020-05-15 19:15:52,202005,18,institucion fortalecer incrementar desarrollo tecnologia investigacion objetivo co https tcoimxpzihzk 
El presidente @MartinVizcarraC y el ministro @VictorZamora supervisaron la gestión y análisis científico que el Lab https://t.co/1ogvWnNrnb,False,206,,2020-05-15 19:15:50,True,,1261374750435262469,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,34,False,False,,,2020-05-15 19:15:50,202005,17,presidente martinvizcar ministro victorzamor supervisar gestion analisis cientifico lab https tcoogvwnnrniwnvvnir 
"#Ucayali estamos con ustedes. Hoy, se envió más de 24 000 equipos de protección personal como chaquetas, mascarilla https://t.co/61ftFEetQF",False,179,,2020-05-15 18:32:09,True,,1261363756136837120,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,27,False,False,,,2020-05-15 18:32:09,202005,19,ucayali tú hoy enviar equipo proteccion personal chaqueta mascarilla https tcoftfeetqf 
ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 15 de mayo. https://t.co/CfpmS51vcx,False,1709,,2020-05-15 18:08:42,True,,1261357857750089733,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,951,False,False,,,2020-05-15 18:08:42,202005,20,actualizacion situacion coronaviru covid peru hora mayo https tcocfpmsvcx 
"<U+0001F4E3> ¡Atención, padres y madres! Desde el 18 de mayo los menores de 14 años podrán salir por 30 minutos acompañados po https://t.co/VKhC2NneVh",False,268,,2020-05-15 16:50:06,True,,1261338074660864000,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Minsa_Peru,112,False,False,,,2020-05-15 16:50:06,202005,23,ufe atencion padre madre mayo menor ano poder salir minuto acompanado po https tcovkhcnnevh 
El ministro @victorzamora junto a la ministra de @MinamPeru y el alcalde de @MuniLima sostuvieron reunión virtual c https://t.co/NJN8PeXltb,False,109,,2020-05-15 16:44:42,True,,1261336718357270528,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,25,False,False,,,2020-05-15 16:44:42,202005,19,ministro victorzamor junto ministra minamperu alcalde munilima sostener reunion virtual c https tconjnpexlar 
"En este encuentro también participaron los parlamentarios de la Comisión Especial Covid19, Mónica Saavedra, Daniel https://t.co/V4EX3ziUOc",False,29,Minsa_Peru,2020-05-15 15:22:41,True,1.2613160742319964e+18,1261316075939074049,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,5,False,False,,,2020-05-15 15:22:41,202005,16,encontrar participar parlamentario comision especial covid monica saavedra daniel https toovexziuo 
"Además, explicó que se trabaja en el reforzamiento de la epidemiología con la creación de una red nacional y solici https://t.co/MBYfFPFRJx",False,42,Minsa_Peru,2020-05-15 15:22:40,True,1.2613160725668987e+18,1261316074231996419,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,7,False,False,,,2020-05-15 15:22:40,202005,21,ademas explicar trabajar reforzamiento epidemiologia creacion red nacional solici https tcombyffpfrjx 
"El ministro @Victorzamora se reunió con la delegación de congresistas encabezada por el presidente del Congreso, Ma https://t.co/RgDDqVG6E8",False,112,,2020-05-15 15:22:40,True,,1261316072566898691,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,18,False,False,,,2020-05-15 15:22:40,202005,18,ministro victorzamor reunir delegacion congresista encabezado presidente congreso ma https tcorgddqvge 
"La única forma de enfrentar esta epidemia, es estando unidos. Con ese objetivo el ministro @victorzamora viajó ayer https://t.co/LZj6IakyDP",False,127,,2020-05-15 14:22:54,True,,1261301033667563521,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,23,False,False,,,2020-05-15 14:22:54,202005,19,unicar forma enfrentar epidemia unido objetivo ministro victorzamor viajar ayer https tcolzjiakydp 
"Participaron las universidades San Marcos, Cayetano Heredia, Científica del Sur y San Martín de Porres. Los decanos https://t.co/Kpe2wAmTwZ",False,276,Minsa_Peru,2020-05-15 03:14:58,True,1.2611329380092928e+18,1261132939578028033,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,41,False,False,,,2020-05-15 03:14:58,202005,18,participar universidad san marco cayetano heredia cientifica sur san martin porre decano https tcokpewamtwz 
"El ministro @victorzamora lideró reunión de trabajo con los decanos de las facultades de medicina de universidades, https://t.co/s3gYaSFo4d",False,639,,2020-05-15 03:14:57,True,,1261132938009292804,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,126,False,False,,,2020-05-15 03:14:57,202005,18,ministro victorzamor liderar reunion trabajo decano facultad medicina universidad https tcosgyasfod 
"Rosario Kiyohara, Directora General del @H2deMayo: Aquellos que quieren ayudar, que se pongan los equipos de protec https://t.co/62Bc4Oe8Jt",False,47,Minsa_Peru,2020-05-15 01:28:43,True,1.2611062000008274e+18,1261106201187815428,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,8,False,False,,,2020-05-15 01:28:43,202005,18,rosario kiyohar directora general hdemayo aquel querer ayudar poner equipo protec https tcobcoejt 
"Rosario Kiyohara, Directora General del @H2deMayo: Con este proyecto de inversión, para la ampliación del espacio d https://t.co/71XfDy2NWD",False,22,Minsa_Peru,2020-05-15 01:28:42,True,1.2611061986879898e+18,1261106200000827393,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,3,False,False,,,2020-05-15 01:28:42,202005,18,rosario kiyohar directora general hdemayo proyecto inversion ampliacion espacio d https tcoxfdinir 
"Pilar Mazzetti, jefa del Comando #COVID19: Se ha firmado un convenio con la @opsoms para tener un solo registro de https://t.co/UJ2Kixws8F",False,19,Minsa_Peru,2020-05-15 01:28:42,True,1.261106197291307e+18,1261106198687989769,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,1,False,False,,,2020-05-15 01:28:42,202005,21,pilar mazzetti jefa comando covid firmado convenio opsoms tener solo registro https tcoujkixwsf 
"Pilar Mazzetti, jefa del Comando #COVID19: Los 11 ventiladores que estaban esperando entrar en funcionamiento, pero https://t.co/2SW347xnWe",False,9,Minsa_Peru,2020-05-15 01:28:42,True,1.2611061960162468e+18,1261106197291307008,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,1,False,False,,,2020-05-15 01:28:42,202005,17,pilar mazzetti jefa comando covid ventilador esperar entrar funcionamiento https tcoswxnwe 
"Pilar Mazzetti, jefa del Comando #COVID19: El proyecto de ampliación de la zona COVID se avanzó hasta donde se pudo https://t.co/yGDgwVIWyH",False,10,Minsa_Peru,2020-05-15 01:28:42,True,1.261106194896257e+18,1261106196016246787,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,0,False,False,,,2020-05-15 01:28:42,202005,21,pilar mazzetti jefa comando covid proyecto ampliacion zona covid avanzar poder https tcoygdgwviwyh 
"Carlos Acosta, superintendente de Susalud: El hospital posee un área de expansión, que contempla la ampliación de c https://t.co/vs6sYwcFUL",False,22,Minsa_Peru,2020-05-15 01:28:41,True,1.261106193793237e+18,1261106194896257025,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,6,False,False,,,2020-05-15 01:28:41,202005,19,carél acosta superintendente susal hospital poseer area expansion contemplar ampliacion c https tcovssywcful 
"Carlos Acosta, superintendente de Susalud: Se encontró 45 ventiladores mecánicos operativos, distribuidos en la UCI https://t.co/8oEHMw6Yjq",False,17,Minsa_Peru,2020-05-15 01:28:41,True,1.261106192245457e+18,1261106193793236992,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,3,False,False,,,2020-05-15 01:28:41,202005,16,carél acosta superintendente susal encontrar ventilador mecanico operativo distribuido uci https tcooehmwyjq 
